Nome do produto,Variante de produto,SKU,Preço,Quantidade,Vendas brutas,Descontos,Impostos,Total de itens
Armor of the Icewrack Marauder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,00","R$ 0,00","R$ 0,90"
Song of the Shadow Dragon - Shoulders,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,90","R$ 0,00","R$ 0,00","R$ 0,90"
Eye of the Fateweaver Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,00","R$ 0,00","R$ 0,90"
Ornaments of the Gleaming Seal,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,00","R$ 0,00","R$ 0,90"
Crimsonwing Slayer Wings,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,00","R$ 0,00","R$ 0,90"
Shark Cowl,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,00","R$ 0,00","R$ 0,90"
The International 2016 HUD,Desconhecido,Desconhecido,Desconhecido,4,"R$ 0,91","R$ 0,01","R$ 0,00","R$ 0,90"
Taunt: Curious Movements Indeed,Desconhecido,Desconhecido,Desconhecido,3,"R$ 1,90","R$ 1,02","R$ 0,00","R$ 0,88"
Inscribed The Gates of Nothl,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,88","R$ 0,00","R$ 0,00","R$ 0,88"
Inscribed Latticean Hierarchy,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,88","R$ 0,00","R$ 0,00","R$ 0,88"
Tail of the Proven,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,88","R$ 0,01","R$ 0,00","R$ 0,87"
Inscribed Tail of Reminiscence,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,93","R$ 0,06","R$ 0,00","R$ 0,87"
Inscribed Akakiryu of a Thousand Faces,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,87","R$ 0,00","R$ 0,00","R$ 0,87"
Frightful Revelries Legs,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,86","R$ 0,00","R$ 0,00","R$ 0,86"
Prophecies of Pavo - Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,88","R$ 0,02","R$ 0,00","R$ 0,86"
Taunt: Shredding the Lute Invisible,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,05","R$ 0,00","R$ 0,85"
Anunkasan,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,85","R$ 0,00","R$ 0,00","R$ 0,85"
Taunt: Flopper,Desconhecido,Desconhecido,Desconhecido,2,"R$ 1,89","R$ 1,04","R$ 0,00","R$ 0,85"
Descaler of the Scoundrel,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,85","R$ 0,00","R$ 0,00","R$ 0,85"
Whispers of the Damned Sword,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,05","R$ 0,00","R$ 0,85"
Hides of Hostility,Desconhecido,Desconhecido,Desconhecido,5,"R$ 0,85","R$ 0,01","R$ 0,00","R$ 0,84"
Bloodbird's Lament - Weapon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,86","R$ 0,02","R$ 0,00","R$ 0,84"
Ethereal: Bleak Hallucination,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,84","R$ 0,00","R$ 0,00","R$ 0,84"
Visage of the Ivory Isles,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,84","R$ 0,00","R$ 0,00","R$ 0,84"
Dendi Autograph Avatar - The International 2021,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,84","R$ 0,00","R$ 0,00","R$ 0,84"
Inscribed Smeevil's Penance,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,83","R$ 0,00","R$ 0,00","R$ 0,83"
Dire Shred Cover Pack,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,83","R$ 0,01","R$ 0,00","R$ 0,82"
Aktok's Glory,Desconhecido,Desconhecido,Desconhecido,5,"R$ 0,83","R$ 0,01","R$ 0,00","R$ 0,82"
Offhand Blade of Prismatic Grace,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,82","R$ 0,00","R$ 0,00","R$ 0,82"
Servants of Endless Stars,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,81"
Auspicious Bobusang's Tobacco Fix,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,80","R$ 0,00","R$ 0,00","R$ 0,80"
Smoke Bomb of Monstrous Reprisal,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,80","R$ 0,00","R$ 0,00","R$ 0,80"
Taunt: Time and Space Jam,Desconhecido,Desconhecido,Desconhecido,2,"R$ 1,45","R$ 0,66","R$ 0,00","R$ 0,79"
Pauldrons of the Burning Nightmare,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,95","R$ 0,16","R$ 0,00","R$ 0,79"
Whispering Wings - Belt,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,96","R$ 0,18","R$ 0,00","R$ 0,78"
Warcog Cursor Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,78","R$ 0,00","R$ 0,00","R$ 0,78"
Malice,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,78","R$ 0,00","R$ 0,00","R$ 0,78"
Draconic Requiem,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,78","R$ 0,00","R$ 0,00","R$ 0,78"
Highborn Heretic,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,76","R$ 0,00","R$ 0,00","R$ 0,76"
Crystalline Crown,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,78","R$ 0,02","R$ 0,00","R$ 0,76"
Lineage Charge of the Tundra Warden,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,75","R$ 0,00","R$ 0,00","R$ 0,75"
Foulfell Corruptor Loading Screen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,75","R$ 0,00","R$ 0,00","R$ 0,75"
Team Logo Capsule DPC Top 1-6 - TI 2022,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,83","R$ 0,08","R$ 0,00","R$ 0,75"
Beetlebark and Plod,Desconhecido,Desconhecido,Desconhecido,4,"R$ 1,39","R$ 0,64","R$ 0,00","R$ 0,75"
Ward of the Phoenix,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,77","R$ 0,02","R$ 0,00","R$ 0,75"
Master of the Mystic Phoenix - Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,75","R$ 0,00","R$ 0,00","R$ 0,75"
Pauldron of the Dreadborn Regent,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,81","R$ 0,07","R$ 0,00","R$ 0,74"
Azure Constellation HUD,Desconhecido,Desconhecido,Desconhecido,4,"R$ 0,74","R$ 0,00","R$ 0,00","R$ 0,74"
Jadehorn,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,74","R$ 0,01","R$ 0,00","R$ 0,73"
Frozen Infernal Pactblade,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,72","R$ 0,00","R$ 0,00","R$ 0,72"
Song of the Shadow Dragon - Belt,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,72","R$ 0,00","R$ 0,00","R$ 0,72"
Inscribed Deepshock Destroyer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,29","R$ 0,57","R$ 0,00","R$ 0,72"
Armguards of the Smoldering Sage,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,72","R$ 0,01","R$ 0,00","R$ 0,71"
Grimoire The Book Wyrm,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,70","R$ 0,00","R$ 0,00","R$ 0,70"
Taunt: Order Up!,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,70","R$ 0,00","R$ 0,00","R$ 0,70"
Demon of the Dark Curator,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,70","R$ 0,01","R$ 0,00","R$ 0,69"
Onyx Fume,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,69","R$ 0,00","R$ 0,00","R$ 0,69"
Frostglade Familiar Hat,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,69","R$ 0,00","R$ 0,00","R$ 0,69"
Bladebreaker Brush,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,68","R$ 0,00","R$ 0,00","R$ 0,68"
Nimble Edge Set,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,67","R$ 0,00","R$ 0,00","R$ 0,67"
Flutterstep,Desconhecido,Desconhecido,Desconhecido,9,"R$ 0,91","R$ 0,25","R$ 0,00","R$ 0,66"
Taunt: Barrelmeister,Desconhecido,Desconhecido,Desconhecido,2,"R$ 1,21","R$ 0,55","R$ 0,00","R$ 0,66"
Tunnel Raider Shoulder,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,82","R$ 0,16","R$ 0,00","R$ 0,66"
Staff of the Manticore,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,65","R$ 0,00","R$ 0,00","R$ 0,65"
Abscession Emoticon Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,65","R$ 0,00","R$ 0,00","R$ 0,65"
Nature,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,66","R$ 0,01","R$ 0,00","R$ 0,65"
Belt of the Crystal Drift,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,68","R$ 0,03","R$ 0,00","R$ 0,65"
Clash of Heroes,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,64","R$ 0,00","R$ 0,00","R$ 0,64"
Echo the Locator,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,65","R$ 0,01","R$ 0,00","R$ 0,64"
Light of the Forgotten Renegade,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,75","R$ 0,11","R$ 0,00","R$ 0,64"
Steam Chopper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,64","R$ 0,00","R$ 0,00","R$ 0,64"
Inscribed Voracious Greevil,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,63","R$ 0,00","R$ 0,00","R$ 0,63"
Inscribed Maraxiform's Fallen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,63","R$ 0,00","R$ 0,00","R$ 0,63"
Ghillied Gunman Shoulders,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,63","R$ 0,00","R$ 0,00","R$ 0,63"
The Rose of Ristul - Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,63","R$ 0,00","R$ 0,00","R$ 0,63"
Dark Meadow Massacre Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,62","R$ 0,00","R$ 0,00","R$ 0,62"
Graxx's Strap - Style Unlock,Desconhecido,Desconhecido,Desconhecido,5,"R$ 0,74","R$ 0,13","R$ 0,00","R$ 0,61"
Omen's Embrace Loading Screen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,61","R$ 0,00","R$ 0,00","R$ 0,61"
Tines of the Pyrexae,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,61","R$ 0,00","R$ 0,00","R$ 0,61"
Tunnel Raider Back,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,72","R$ 0,12","R$ 0,00","R$ 0,60"
Whip of the Forlorn Maze,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,60","R$ 0,00","R$ 0,00","R$ 0,60"
Mane of the Demon Stone,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,61","R$ 0,01","R$ 0,00","R$ 0,60"
Mega-Kills: Bastion,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,60","R$ 0,00","R$ 0,00","R$ 0,60"
Armor of Endless Stars,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,63","R$ 0,03","R$ 0,00","R$ 0,60"
Silent Ripper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,60","R$ 0,00","R$ 0,00","R$ 0,60"
Cluckles the Brave,Desconhecido,Desconhecido,Desconhecido,5,"R$ 0,67","R$ 0,08","R$ 0,00","R$ 0,59"
Taunt: Techies Squint and Laugh,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,59","R$ 0,00","R$ 0,00","R$ 0,59"
Fury of the Thunderhawk,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,59","R$ 0,00","R$ 0,00","R$ 0,59"
Song of the Sea Lotus,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,70","R$ 0,11","R$ 0,00","R$ 0,59"
Itsy,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,61","R$ 0,02","R$ 0,00","R$ 0,59"
The International 2017 Cursor Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,59","R$ 0,01","R$ 0,00","R$ 0,58"
Belt of the Grey Ghost,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,59","R$ 0,01","R$ 0,00","R$ 0,58"
Hunger of the Howling Wilds Tail,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,09","R$ 0,51","R$ 0,00","R$ 0,58"
Mount of the Wintermoon,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,58","R$ 0,00","R$ 0,00","R$ 0,58"
Golden Treasures,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,56","R$ 0,00","R$ 0,00","R$ 0,56"
Fraidy Jack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,56","R$ 0,00","R$ 0,00","R$ 0,56"
Ye Olde Pipe,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,55","R$ 0,00","R$ 0,00","R$ 0,55"
Infused Axe of the Proven,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,55","R$ 0,00","R$ 0,00","R$ 0,55"
Harmonies of New Bloom Music Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,55","R$ 0,00","R$ 0,00","R$ 0,55"
Wings of Twilight Shade,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,55","R$ 0,00","R$ 0,00","R$ 0,55"
Helm of the Umizar Crawler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,77","R$ 0,22","R$ 0,00","R$ 0,55"
Reflection of the Surging Stream - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,00","R$ 0,00","R$ 0,54"
Beaks n' Bubbles,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,00","R$ 0,00","R$ 0,54"
Auspicious Announcer: Bastion,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,00","R$ 0,00","R$ 0,54"
Witch Hunt Hat,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,00","R$ 0,00","R$ 0,54"
Double Vision,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,00","R$ 0,00","R$ 0,54"
Killstealer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,53","R$ 0,00","R$ 0,00","R$ 0,53"
Exalted Voice of the Magus Cypher,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,55","R$ 0,02","R$ 0,00","R$ 0,53"
Inscribed Azure Constellation HUD,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,53","R$ 0,00","R$ 0,00","R$ 0,53"
Cape of Cruel Reprisal,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,52","R$ 0,00","R$ 0,00","R$ 0,52"
Stonehall Royal Guard Helmet,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,73","R$ 0,21","R$ 0,00","R$ 0,52"
Death Shroud of the Frozen Apostle,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,52","R$ 0,00","R$ 0,00","R$ 0,52"
Mega-Kills: Pyrion Flax,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,52","R$ 0,01","R$ 0,00","R$ 0,51"
Ghillied Gunman Nest Cap,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,51","R$ 0,00","R$ 0,00","R$ 0,51"
Sheever Autograph Avatar - The International 2021,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,51","R$ 0,01","R$ 0,00","R$ 0,50"
Duangua of the Wandering Demon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,50","R$ 0,00","R$ 0,00","R$ 0,50"
Smeevil,Desconhecido,Desconhecido,Desconhecido,3,"R$ 1,50","R$ 1,00","R$ 0,00","R$ 0,50"
Large Scarlet Quarry,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,82","R$ 0,32","R$ 0,00","R$ 0,50"
Raven Harvest - Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,49","R$ 0,00","R$ 0,00","R$ 0,49"
Crystallized Mana,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,50","R$ 0,01","R$ 0,00","R$ 0,49"
Furious Nethergeist,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,49","R$ 0,00","R$ 0,00","R$ 0,49"
Song of the Bluebird,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,48"
Whispers of the Damned Belt,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,50","R$ 0,03","R$ 0,00","R$ 0,47"
Crown of the Condor - Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,47","R$ 0,00","R$ 0,00","R$ 0,47"
Ghillied Gunman Cape,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,47","R$ 0,00","R$ 0,00","R$ 0,47"
Winged Guardian,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,46","R$ 0,00","R$ 0,00","R$ 0,46"
The International 2014 Music Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,46","R$ 0,00","R$ 0,00","R$ 0,46"
The International 2021 HUD,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,46","R$ 0,00","R$ 0,00","R$ 0,46"
Steed of the Brinebred Cavalier,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,45","R$ 0,00","R$ 0,00","R$ 0,45"
Gifts of the Vanished Isle Legs,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,45","R$ 0,00","R$ 0,00","R$ 0,45"
Announcer: Crystal Maiden,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,52","R$ 0,07","R$ 0,00","R$ 0,45"
Heinous Exultation,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,45","R$ 0,01","R$ 0,00","R$ 0,44"
Imperial Ember,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,44","R$ 0,00","R$ 0,00","R$ 0,44"
Distinguished Forgemaster,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,44","R$ 0,00","R$ 0,00","R$ 0,44"
Black Ice Constellation - Legs,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,84","R$ 0,40","R$ 0,00","R$ 0,44"
Everglyph Goggles,Desconhecido,Desconhecido,Desconhecido,6,"R$ 0,53","R$ 0,09","R$ 0,00","R$ 0,44"
Battle Pass 2022 HUD,Desconhecido,Desconhecido,Desconhecido,5,"R$ 0,43","R$ 0,00","R$ 0,00","R$ 0,43"
Doll of the Dead's Dagger,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,43","R$ 0,00","R$ 0,00","R$ 0,43"
Unbroken Stallion Cursor Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,43","R$ 0,00","R$ 0,00","R$ 0,43"
The International 2016 Cursor Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,42","R$ 0,00","R$ 0,00","R$ 0,42"
The Orb of Aktok,Desconhecido,Desconhecido,Desconhecido,5,"R$ 0,44","R$ 0,03","R$ 0,00","R$ 0,41"
The International 2015 HUD,Desconhecido,Desconhecido,Desconhecido,4,"R$ 0,41","R$ 0,00","R$ 0,00","R$ 0,41"
Song of the Solstice,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,41","R$ 0,00","R$ 0,00","R$ 0,41"
Legacy of Infernal Wings,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,41","R$ 0,00","R$ 0,00","R$ 0,41"
Spring Lineage Familiars of Glorious Inspiration,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,42","R$ 0,01","R$ 0,00","R$ 0,41"
Whispering Wings - Offhand Weapon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,41","R$ 0,00","R$ 0,00","R$ 0,41"
Thunderbird - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,41","R$ 0,00","R$ 0,00","R$ 0,41"
Fall 2016 Battle Pass Loading Screen III,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,43","R$ 0,02","R$ 0,00","R$ 0,41"
Compendium Bone Crusher of the Trapper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,41","R$ 0,01","R$ 0,00","R$ 0,40"
Frostivus 2023 Treasure Chest,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,44","R$ 0,04","R$ 0,00","R$ 0,40"
Rough Rider's Muggin' Mask,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,39","R$ 0,00","R$ 0,00","R$ 0,39"
Jolly Roger Loading Screen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,39","R$ 0,00","R$ 0,00","R$ 0,39"
Cunning Cultivations Mask,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,15","R$ 0,00","R$ 0,39"
Vespoid Stalker Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,54","R$ 0,15","R$ 0,00","R$ 0,39"
Glaives of the Winged Sentinel,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,38","R$ 0,00","R$ 0,00","R$ 0,38"
Team Logo Capsule DPC Top 7-12 - TI 2022,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,38","R$ 0,00","R$ 0,00","R$ 0,38"
Hook of the Basilisk,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,38","R$ 0,00","R$ 0,00","R$ 0,38"
Nemestice 2021 Music Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,37","R$ 0,00","R$ 0,00","R$ 0,37"
Charms of the Firefiend,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,37","R$ 0,00","R$ 0,00","R$ 0,37"
Arms of the Bogatyr,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,36","R$ 0,00","R$ 0,00","R$ 0,36"
Taunt: Some Light Horseplay,Desconhecido,Desconhecido,Desconhecido,2,"R$ 1,37","R$ 1,02","R$ 0,00","R$ 0,35"
Astral Origins - Loading Screen,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,70","R$ 0,35","R$ 0,00","R$ 0,35"
Loading Screen of the Bladeform Aesthete,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,35","R$ 0,00","R$ 0,00","R$ 0,35"
Bloodbird's Lament - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,35","R$ 0,00","R$ 0,00","R$ 0,35"
Imperial Ember - Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,35","R$ 0,00","R$ 0,00","R$ 0,35"
Effigy Block of The Fall 2016 Battle Pass Level II,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,80","R$ 2,46","R$ 0,00","R$ 0,34"
Sappler the Eager,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,35","R$ 0,02","R$ 0,00","R$ 0,33"
Dark Meadow Massacre Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,32"
Detonation HUD,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,32"
Lineage Ram's Head Blade,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,32"
Bloomjewel Brawler Loading Screen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,32"
Infused Harness of the Forgotten Tactician,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,01","R$ 0,00","R$ 0,31"
Hood of Lucid Torment,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,42","R$ 0,12","R$ 0,00","R$ 0,30"
Horn of the Magnoceri,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,02","R$ 0,00","R$ 0,30"
Diretide 2020 Cursor Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,30","R$ 0,00","R$ 0,00","R$ 0,30"
Wings of the Manticore,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,57","R$ 0,28","R$ 0,00","R$ 0,29"
Keeper of the Nether-Lens - Arms,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,29","R$ 0,00","R$ 0,00","R$ 0,29"
Auspicious Enduring War Dog,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,31","R$ 0,02","R$ 0,00","R$ 0,29"
Holo Crownfall Sticker - Zaug's Mother,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,29","R$ 0,00","R$ 0,00","R$ 0,29"
Dark Willow Announcer Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,29","R$ 0,00","R$ 0,00","R$ 0,29"
Blacksmith's Blessings,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,28","R$ 0,00","R$ 0,00","R$ 0,28"
Inscribed Draca Mane,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,28","R$ 0,00","R$ 0,00","R$ 0,28"
Wargod of the Bladekeeper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Hymn of the Pious Plague Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Surgical Precision Buzzsaw,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Announcer: Dr. Kleiner,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Aurora's Pyre Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Off-Hand Sword of the Smoldering Sage,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,17","R$ 0,90","R$ 0,00","R$ 0,27"
Formed Alloy Blades,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Iron Cage,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,28","R$ 0,01","R$ 0,00","R$ 0,27"
Pauldrons of the Fire Dragon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Mask of the Wandering Demon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Winter Lineage Blade of the Primeval Predator,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,00","R$ 0,00","R$ 0,27"
Cloak of the Battleranger,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,06","R$ 0,00","R$ 0,26"
Sea Dragon's Basher,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,36","R$ 0,10","R$ 0,00","R$ 0,26"
Oaths of the Beloved,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,26","R$ 0,00","R$ 0,00","R$ 0,26"
Claw of the Umizar Crawler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,36","R$ 0,10","R$ 0,00","R$ 0,26"
Winter Lineage Helm of the Primeval Predator,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,36","R$ 0,10","R$ 0,00","R$ 0,26"
